Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
RS-PARAI;0;0;0;0;0;0;0;0;0
RS-PARAISO DO SUL;0;0;0;0;0;0;0;0;0
RS-PARECI NOVO;0;0;0;0;0;0;0;0;0
RS-PAROBE;0;0;0;0;0;0;0;0;0
RS-PASSA SETE;0;0;0;0;0;0;0;0;0
RS-PASSO DO SOBRADO;0;0;0;0;0;0;0;0;0
RS-PASSO FUNDO;0;0;0;0;0;0;39646,7400000007;0;39646,7400000007
RS-PAULO BENTO;0;0;0;0;0;0;0;0;0
RS-PAVERAMA;0;0;0;0;0;0;0;0;0
RS-PEDRAS ALTAS;0;0;0;0;0;0;0;0;0
RS-PEDRO OSORIO;0;0;0;0;0;0;0;0;0
RS-PEJUCARA;0;0;0;0;0;0;16400,54;0;16400,54
RS-PELOTAS;0;0;0;0;0;0;2035,19999999972;0;2035,19999999972
RS-PICADA CAFE;0;0;0;0;0;0;0;0;0
RS-PINHAL;0;0;0;0;0;0;0;0;0
RS-PINHAL DA SERRA;0;0;0;0;0;0;0;0;0
RS-PINHAL GRANDE;0;0;0;0;0;0;372,850000000093;0;372,850000000093
RS-PINHEIRINHO DO VALE;0;0;0;0;0;0;0;0;0
RS-PINHEIRO MACHADO;0;0;0;0;0;0;0;0;0
RS-PINTO BANDEIRA;0;0;0;0;0;0;0;0;0
RS - PINTO BANDEIRA;0;0;0;0;0;0;0;0;0
RS-PIRAPO;0;0;0;0;0;0;573,330000000075;0;573,330000000075
RS-PIRATINI;0;0;0;0;0;0;0;0;0
RS-PLANALTO;0;0;0;0;0;0;0;0;0
RS-POCO DAS ANTAS;0;0;0;0;0;0;0;0;0
RS-PONTAO;0;0;0;0;0;0;455,319999999832;0;455,319999999832
RS-PONTE PRETA;0;0;0;0;0;0;0;0;0
RS-PORTAO;0;0;0;0;0;0;0;0;0
RS-PORTO ALEGRE;0;0;0;0;0;486,14000000013;10943,8399999999;0;11429,98
RS-PORTO LUCENA;0;0;0;0;0;0;293,879999999888;0;293,879999999888
RS-PORTO MAUA;0;0;0;0;0;0;0;0;0
RS-PORTO VERA CRUZ;0;0;0;0;0;0;0;0;0
RS-PORTO XAVIER;0;0;0;0;0;0;0;0;0
RS-POUSO NOVO;0;0;0;0;0;0;0;0;0
RS-PRESIDENTE LUCENA;0;0;0;0;0;0;0;0;0
RS-PROGRESSO;0;0;0;0;0;0;0;0;0
RS-PROTASIO ALVES;0;0;0;0;0;0;0;0;0
RS-PUTINGA;0;0;0;0;0;0;0;0;0
RS-QUARAI;0;0;0;0;0;0;0;0;0
RS-QUATRO IRMAOS;0;0;0;0;0;0;2848,87000000104;0;2848,87000000104
RS-QUEVEDOS;0;0;0;0;0;0;0;0;0
RS-QUINZE DE NOVEMBRO;0;0;0;0;0;0;3394,30000000028;0;3394,30000000028
RS-REDENTORA;0;0;0;0;0;0;0;0;0
RS-RELVADO;0;0;0;0;0;0;0;0;0
RS-RESTINGA SECA;0;0;0;0;0;0;0;0;0
RS-RIO DOS INDIOS;0;0;0;0;0;0;0;0;0
RS-RIO GRANDE;0;0;0;0;0;0;0;0;0
RS-RIO PARDO;0;0;0;0;0;0;1511,5700000003;0;1511,5700000003
RS-RIOZINHO;0;0;0;0;0;0;0;0;0
RS-ROCA SALES;0;0;0;0;0;0;0;0;0
RS-RODEIO BONITO;0;0;0;0;0;0;0;0;0
RS-ROLADOR;0;0;0;0;0;0;1099,10999999987;0;1099,10999999987
RS-ROLANTE;0;0;0;0;0;0;0;0;0
RS-RONDA ALTA;0;0;0;1238,52999999933;0;0;0;0;1238,52999999933
RS-RONDINHA;0;0;0;0;0;0;0;0;0
RS-ROQUE GONZALES;0;0;0;0;0;0;0;0;0
RS-ROSARIO DO SUL;0;0;0;0;0;0;0;0;0
RS-SAGRADA FAMILIA;0;0;0;0;0;0;0;0;0
RS-SALDANHA MARINHO;0;0;0;0;0;0;0;0;0
RS-SALTO DO JACUI;0;0;0;0;0;0;0;0;0
RS-SALVADOR DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-SALVADOR DO SUL;0;0;0;0;0;0;0;0;0
RS-SANANDUVA;0;0;0;0;0;0;0;0;0
RS-SANTA BARBARA DO SUL;0;0;0;0;0;0;35040,3099999989;0;35040,3099999989
RS-SANTA CECILIA DO SUL;0;0;0;0;0;0;2097,05000000075;0;2097,05000000075
RS-SANTA CLARA DO SUL;0;0;0;0;0;0;0;0;0
RS-SANTA CRUZ DO SUL;0;0;0;0;0;0;0;0;0
RS-SANTA MARIA;0;0;0;0;0;0;411,819999999832;0;411,819999999832
RS-SANTA MARIA DO HERVAL;0;0;0;0;0;0;0;0;0
RS-SANTA MARGARIDA DO SUL;0;0;0;0;0;0;0;0;0
RS-SANTANA DA BOA VISTA;0;0;0;0;0;0;0;0;0
RS-SANT ANA DO LIVRAMENTO;0;0;0;0;0;0;441,810000000056;0;441,810000000056
RS-SANTA ROSA;0;0;0;0;0;0;1634,76000000024;0;1634,76000000024
RS-SANTA TEREZA;0;0;0;0;0;0;0;0;0
RS-SANTA VITORIA DO PALMAR;0;0;0;0;0;0;0;0;0
RS-SANTIAGO;0;0;0;0;0;0;0;0;0
RS-SANTO ANGELO;0;0;0;0;0;683,820000000298;2319,5700000003;0;3003,3900000006
RS-SANTO ANTONIO DO PALMA;0;0;0;0;0;0;0;0;0
RS-SANTO ANTONIO DA PATRULHA;0;0;0;0;0;0;0;0;0
RS-SANTO ANTONIO DAS MISSOES;0;0;0;0;0;1426,04999999981;0;0;1426,04999999981
RS-SANTO ANTONIO DO PLANALTO;0;0;0;0;0;0;0;0;0
RS-SANTO AUGUSTO;0;0;0;0;0;0;419,779999999795;0;419,779999999795
RS-SANTO CRISTO;0;0;0;0;0;0;1747,65000000037;0;1747,65000000037
RS-SANTO EXPEDITO DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO BORJA;0;0;0;0;0;0;1311,39999999991;0;1311,39999999991
RS-SAO DOMINGOS DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO FRANCISCO DE ASSIS;0;0;0;0;0;0;0;0;0
RS-SAO FRANCISCO DE PAULA;0;0;0;0;0;0;0;0;0
RS-SAO GABRIEL;0;0;0;434,839999999851;0;0;6372,12999999989;0;6806,96999999974
RS-SAO JERONIMO;0;0;0;0;0;0;1439,1799999997;0;1439,1799999997
RS-SAO JOAO DA URTIGA;0;0;0;0;0;0;0;0;0
RS-SAO JOAO DO POLESINE;0;0;0;0;0;0;0;0;0
RS-SAO JORGE;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DO HERVAL;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DO HORTENCIO;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DO INHACORA;0;0;0;0;0;0;304,209999999963;0;304,209999999963
RS-SAO JOSE DO NORTE;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DO OURO;0;0;0;0;0;0;1476,06999999983;0;1476,06999999983
RS-SAO JOSE DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO JOSE DOS AUSENTES;0;0;0;0;0;0;0;0;0
RS-SAO LEOPOLDO;0;0;0;0;0;0;0;0;0
RS-SAO LOURENCO DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO LUIZ GONZAGA;0;0;0;0;0;0;1658,74000000022;0;1658,74000000022
RS-SAO MARCOS;0;0;0;0;0;0;0;0;0
RS-SAO MARTINHO;0;0;0;0;0;0;371,830000000075;0;371,830000000075
RS-SAO MARTINHO DA SERRA;0;0;0;0;0;0;0;0;0
RS-SAO MIGUEL DAS MISSOES;0;0;0;0;0;362,439999999944;915,209999999963;0;1277,64999999991
RS-SAO NICOLAU;0;0;0;0;0;0;1079,93999999948;0;1079,93999999948
RS-SAO PAULO DAS MISSOES;0;0;0;0;0;0;286,660000000149;0;286,660000000149
RS-SAO PEDRO DA SERRA;0;0;0;0;0;0;0;0;0
RS-SAO PEDRO DAS MISSOES;0;0;0;0;0;0;0;0;0
RS-SAO PEDRO DO BUTIA;0;0;0;0;0;0;0;0;0
RS-SAO PEDRO DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO SEBASTIAO DO CAI;0;0;0;0;0;0;0;0;0
RS-SAO SEPE;0;0;0;421,200000000186;0;0;1608,83000000007;0;2030,03000000026
RS-SAO VALENTIM;0;0;0;0;0;0;0;0;0
RS-SAO VALENTIM DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO VALERIO DO SUL;0;0;0;0;0;0;0;0;0
RS-SAO VENDELINO;0;0;0;0;0;0;0;0;0
RS-SAO VICENTE DO SUL;0;0;0;0;0;0;0;0;0
RS-SAPIRANGA;0;0;0;0;0;0;0;0;0
RS-SAPUCAIA DO SUL;0;0;0;0;0;0;0;0;0
RS-SARANDI;0;0;0;2912,78000000119;0;0;0;0;2912,78000000119
RS-SEBERI;0;0;0;0;0;0;12520,4800000028;0;12520,4800000028
RS-SEDE NOVA;0;0;0;0;0;0;0;0;0
RS-SEGREDO;0;0;0;0;0;0;0;0;0
RS-SELBACH;0;0;0;0;0;0;5670,98000000045;0;5670,98000000045
RS-SENADOR SALGADO FILHO;0;0;0;0;0;0;0;0;0
RS-SENTINELA DO SUL;0;0;0;0;0;0;0;0;0
RS-SERAFINA CORREA;0;0;0;0;0;0;0;0;0
RS-SERIO;0;0;0;0;0;0;0;0;0
RS-SERTAO;0;0;0;0;0;0;653,019999999553;0;653,019999999553
RS-SERTAO SANTANA;0;0;0;0;0;0;0;0;0
RS-SETE DE SETEMBRO;0;0;0;0;0;0;2065,18999999948;0;2065,18999999948
RS-SEVERIANO DE ALMEIDA;0;0;0;0;0;0;0;0;0
RS-SILVEIRA MARTINS;0;0;0;727,100000000093;0;0;2232,81000000052;0;2959,91000000061
RS-SINIMBU;0;0;0;0;0;0;0;0;0
RS-SOBRADINHO;0;0;0;0;0;0;1517,00999999978;0;1517,00999999978
RS-SOLEDADE;0;0;0;0;0;0;716,660000000149;0;716,660000000149
RS-TABAI;0;0;0;0;0;0;0;0;0
RS-TAPEJARA;0;0;0;0;0;0;1237,41999999993;0;1237,41999999993
RS-TAPERA;0;0;0;0;0;0;0;0;0
RS-TAPES;0;0;0;0;0;0;0;0;0
RS-TAQUARA;0;0;0;0;0;0;0;0;0
RS-TAQUARI;0;0;0;0;0;0;0;0;0
RS-TAQUARUCU DO SUL;0;0;0;0;0;0;0;0;0
RS-TAVARES;0;0;0;0;0;0;0;0;0
RS-TENENTE PORTELA;0;0;0;0;0;0;0;0;0
RS-TERRA DE AREIA;0;0;0;0;0;0;0;0;0
RS-TEUTONIA;0;0;0;0;0;0;0;0;0
RS-TIO HUGO;0;0;0;0;0;0;0;0;0
RS-TIRADENTES DO SUL;0;0;0;0;0;0;0;0;0
RS-TOROPI;0;0;0;0;0;0;0;0;0
RS-TORRES;0;0;0;0;0;0;0;0;0
RS-TRAMANDAI;0;0;0;0;0;0;0;0;0
RS-TRAVESSEIRO;0;0;0;0;0;0;0;0;0
RS-TRES ARROIOS;0;0;0;0;0;0;0;0;0
RS-TRES CACHOEIRAS;0;0;0;0;0;0;0;0;0
RS-TRES COROAS;0;0;0;0;0;0;0;0;0
RS-TRES DE MAIO;0;0;0;0;0;0;2942,50999999978;0;2942,50999999978
RS-TRES FORQUILHAS;0;0;0;0;0;0;0;0;0
RS-TRES PALMEIRAS;0;0;0;0;0;0;0;0;0
RS-TRES PASSOS;0;0;0;0;0;0;0;0;0
RS-TRINDADE DO SUL;0;0;0;0;0;0;0;0;0
RS-TRIUNFO;0;0;0;0;0;0;0;0;0
RS-TUCUNDUVA;0;0;0;0;0;0;8394,24000000022;0;8394,24000000022
RS-TUNAS;0;0;0;0;0;0;0;0;0
RS-TUPANCI DO SUL;0;0;0;0;0;0;546,25;0;546,25
RS-TUPANCIRETA;0;0;0;0;0;0;7757,88000000035;0;7757,88000000035
RS-TUPANDI;0;0;0;0;0;0;0;0;0
RS-TUPARENDI;0;0;0;0;0;0;855,340000000317;0;855,340000000317
RS-TURUCU;0;0;0;0;0;0;0;0;0
RS-UBIRETAMA;0;0;0;0;0;0;0;0;0
RS-UNIAO DA SERRA;0;0;0;0;0;0;0;0;0
RS-UNISTALDA;0;0;0;0;0;0;0;0;0
RS-URUGUAIANA;0;0;0;0;0;0;0;0;0
RS-VACARIA;0;0;0;0;0;0;1500,69999999972;0;1500,69999999972
RS-VALE VERDE;0;0;0;0;0;0;0;0;0
RS-VALE DO SOL;0;0;0;0;0;0;0;0;0
RS-VALE REAL;0;0;0;0;0;0;0;0;0
RS-VANINI;0;0;0;0;0;0;0;0;0
RS-VENANCIO AIRES;0;0;0;0;0;0;0;0;0
RS-VERA CRUZ;0;0;0;0;0;0;0;0;0
RS-VERANOPOLIS;0;0;0;0;0;0;0;0;0
RS-VESPASIANO CORREA;0;0;0;0;0;0;0;0;0
RS-VIADUTOS;0;0;0;0;0;0;0;0;0
RS-VIAMAO;0;0;0;0;0;0;0;0;0
RS-VICENTE DUTRA;0;0;0;0;0;0;0;0;0
RS-VICTOR GRAEFF;0;0;0;1058,34999999963;0;0;1439,4299999997;0;2497,77999999933
RS-VILA FLORES;0;0;0;0;0;0;0;0;0
RS-VILA LANGARO;0;0;0;0;0;0;0;0;0
RS-VILA MARIA;0;0;0;0;0;0;0;0;0
RS-VILA NOVA DO SUL;0;0;0;0;0;0;0;0;0
RS-VISTA ALEGRE;0;0;0;0;0;0;0;0;0
RS-VISTA ALEGRE DO PRATA;0;0;0;0;0;0;0;0;0
RS-VISTA GAUCHA;0;0;0;0;0;0;0;0;0
RS-VITORIA DAS MISSOES;0;0;0;0;0;0;362,439999999944;0;362,439999999944
RS-WESTFALIA;0;0;0;0;0;0;0;0;0
RS-XANGRI-LA;0;0;0;0;0;0;0;0;0
RS-IGNORADO;0;0;0;0;0;0;0;0;0
MS-AGUA CLARA;0;0;0;0;0;0;3058,04999999981;0;3058,04999999981
MS-ALCINOPOLIS;0;0;0;0;0;0;0;0;0
MS-AMAMBAI;0;0;0;0;0;0;600;0;600
MS-ANASTACIO;0;0;0;0;0;0;0;0;0
MS-ANAURILANDIA;0;0;0;0;0;0;0;0;0
MS-ANGELICA;0;0;0;0;0;0;0;0;0
MS-ANTONIO JOAO;0;0;0;0;0;0;0;0;0
MS-APARECIDA DO TABOADO;0;0;0;0;0;0;0;0;0
MS-AQUIDAUANA;0;0;0;0;0;0;0;0;0
MS-ARAL MOREIRA;0;0;0;0;0;0;2752,25;0;2752,25
MS-BANDEIRANTES;0;0;0;0;0;0;0;0;0
MS-BATAGUASSU;0;0;0;0;0;0;0;0;0
MS-BATAYPORA;0;0;0;0;0;0;1001,68999999994;0;1001,68999999994
MS-BELA VISTA;0;0;0;0;0;0;0;0;0
MS-BODOQUENA;0;0;0;0;0;0;0;0;0
MS-BONITO;0;0;0;0;0;0;0;0;0
MS-BRASILANDIA;0;0;0;0;0;0;0;0;0
MS-CAARAPO;0;0;0;0;0;0;502,080000000075;0;502,080000000075
MS-CAMAPUA;0;0;0;0;0;0;0;0;0
MS-CAMPO GRANDE;0;0;0;0;0;0;1208,46999999974;0;1208,46999999974
MS-CARACOL;0;0;0;0;0;0;0;0;0
MS-CASSILANDIA;0;0;0;0;0;0;0;0;0
MS-CHAPADAO DO SUL;0;0;0;0;0;0;1462,6400000006;0;1462,6400000006
MS-CORGUINHO;0;0;0;0;0;0;0;0;0
MS-CORONEL SAPUCAIA;0;0;0;0;0;0;0;0;0
MS-CORUMBA;0;0;0;0;0;0;0;0;0
MS-COSTA RICA;0;0;0;0;0;4473,37999999989;5143,75;0;9617,12999999989
MS-COXIM;0;0;0;0;0;0;4416,2200000002;0;4416,2200000002
MS-DEODAPOLIS;0;0;0;0;0;0;1569,72999999952;0;1569,72999999952
MS-DOIS IRMAOS DO BURITI;0;0;0;0;0;0;0;0;0
MS-DOURADINA;0;0;0;0;0;0;983,920000000391;0;983,920000000391
MS-DOURADOS;0;0;0;0;0;0;30551,7299999995;0;30551,7299999995
MS-ELDORADO;0;0;0;0;0;0;0;0;0
MS-FATIMA DO SUL;0;0;0;0;0;0;486,279999999795;0;486,279999999795
MS-FIGUEIRAO;0;0;0;0;0;0;0;0;0
MS-GLORIA DE DOURADOS;0;0;0;0;0;0;0;0;0
MS-GUIA LOPES DA LAGUNA;0;0;0;0;0;0;0;0;0
MS-IGUATEMI;0;0;0;0;0;0;0;0;0
MS-INOCENCIA;0;0;0;0;0;0;0;0;0
MS-ITAPORA;0;0;0;0;0;0;3599,31999999937;0;3599,31999999937
MS-ITAQUIRAI;0;0;0;0;0;0;0;0;0
MS-IVINHEMA;0;0;0;0;0;0;956,800000000279;0;956,800000000279
MS-JAPORA;0;0;0;0;0;0;0;0;0
MS-JARAGUARI;0;0;0;0;0;0;0;0;0
MS-JARDIM;0;0;0;0;0;0;589,480000000447;0;589,480000000447
MS-JATEI;0;0;0;0;0;0;0;0;0
MS-JUTI;0;0;0;0;0;0;0;0;0
MS-LADARIO;0;0;0;0;0;0;0;0;0
MS-LAGUNA CARAPA;0;0;0;0;0;0;1128,89000000013;0;1128,89000000013
MS-MARACAJU;0;0;0;0;0;0;29325,760000003;0;29325,760000003
MS-MIRANDA;0;0;0;0;0;0;0;0;0
MS-MUNDO NOVO;0;0;0;0;0;0;340,310000000056;0;340,310000000056
MS-NAVIRAI;0;0;0;0;0;0;686,679999999702;0;686,679999999702
MS-NIOAQUE;0;0;0;0;0;0;0;0;0
MS-NOVA ALVORADA DO SUL;0;0;0;0;0;0;1200;0;1200
MS-NOVA ANDRADINA;0;0;0;0;0;0;0;0;0
MS-NOVO HORIZONTE DO SUL;0;0;0;0;0;0;0;0;0
MS-PARAISO DAS AGUAS;0;0;0;0;0;0;0;0;0
MS-PARANAIBA;0;0;0;0;0;0;0;0;0
MS-PARANHOS;0;0;0;0;0;0;0;0;0
MS-PEDRO GOMES;0;0;0;0;0;0;1001,46999999974;0;1001,46999999974
MS-PONTA PORA;0;0;0;0;0;0;6932,24000000022;0;6932,24000000022
MS-PORTO MURTINHO;0;0;0;0;0;0;0;0;0
MS-RIBAS DO RIO PARDO;0;0;0;0;0;0;0;0;0
MS-RIO BRILHANTE;0;0;0;0;0;0;2957,11999999965;0;2957,11999999965
MS-RIO NEGRO;0;0;0;0;0;0;0;0;0
MS-RIO VERDE DE MATO GROSSO;0;0;0;0;0;0;1100;0;1100
MS-ROCHEDO;0;0;0;0;0;0;0;0;0
MS-SANTA RITA DO PARDO;0;0;0;0;0;0;0;0;0
MS-SAO GABRIEL DO OESTE;0;0;0;0;0;0;27491,0199999996;0;27491,0199999996
MS-SETE QUEDAS;0;0;0;0;0;0;0;0;0
MS-SELVIRIA;0;0;0;0;0;0;0;0;0
MS-SIDROLANDIA;0;0;0;0;0;0;0;0;0
MS-SONORA;0;0;0;0;0;0;8705,05000000028;0;8705,05000000028
MS-TACURU;0;0;0;0;0;0;452,770000000019;0;452,770000000019
MS-TAQUARUSSU;0;0;0;0;0;0;0;0;0
MS-TERENOS;0;0;0;0;0;0;0;0;0
MS-TRES LAGOAS;0;0;0;0;0;0;0;0;0
MS-VICENTINA;0;0;0;0;0;0;0;0;0
MS-IGNORADO;0;0;0;0;0;0;0;0;0
MT-ACORIZAL;0;0;0;0;0;0;0;0;0
MT-AGUA BOA;0;0;0;0;0;0;0;0;0
MT-ALTA FLORESTA;0;0;0;0;0;0;0;0;0
MT-ALTO ARAGUAIA;0;0;0;0;0;0;1792,16000000061;0;1792,16000000061
MT-ALTO BOA VISTA;0;0;0;0;0;0;0;0;0
MT-ALTO GARCAS;0;0;0;0;0;0;11717,3900000015;0;11717,3900000015
MT-ALTO PARAGUAI;0;0;0;0;0;0;0;0;0
MT-ALTO TAQUARI;0;0;0;0;0;0;5913,8900000006;0;5913,8900000006
MT-APIACAS;0;0;0;0;0;0;0;0;0
MT-ARAGUAIANA;0;0;0;0;0;0;0;0;0
MT-ARAGUAINHA;0;0;0;0;0;0;0;0;0
MT-ARAPUTANGA;0;0;0;0;0;0;0;0;0
MT-ARENAPOLIS;0;0;0;0;0;0;489,720000000205;0;489,720000000205
MT-ARIPUANA;0;0;0;0;0;0;0;0;0
MT-BARAO DE MELGACO;0;0;0;0;0;0;0;0;0
MT-BARRA DO BUGRES;0;0;0;0;0;0;0;0;0
MT-BARRA DO GARCAS;0;0;0;0;0;0;0;0;0
MT-BOM JESUS DO ARAGUAIA;0;0;0;0;0;0;0;0;0
MT-BRASNORTE;0;0;0;0;0;0;0;0;0
MT-CACERES;0;0;0;0;0;0;0;0;0
MT-CAMPINAPOLIS;0;0;0;0;0;0;0;0;0
MT-CAMPO NOVO DO PARECIS;0;0;0;0;0;0;10628,6799999988;0;10628,6799999988
MT-CAMPO VERDE;0;0;0;0;0;0;14805,3900000006;0;14805,3900000006
MT-CAMPOS DE JULIO;0;0;0;0;0;0;6906,32000000076;0;6906,32000000076
MT-CANABRAVA DO NORTE;0;0;0;0;0;0;0;0;0
MT-CANARANA;0;0;0;0;0;0;8843,44000000088;0;8843,44000000088
MT-CARLINDA;0;0;0;0;0;0;0;0;0
MT-CASTANHEIRA;0;0;0;0;0;0;0;0;0
MT-CHAPADA DOS GUIMARAES;0;0;0;0;0;0;0;0;0
MT-CLAUDIA;0;0;0;0;0;0;0;0;0
MT-COCALINHO;0;0;0;0;0;0;0;0;0
MT-COLIDER;0;0;0;0;0;0;0;0;0
MT-COLNIZA;0;0;0;0;0;0;0;0;0
MT-COMODORO;0;0;0;0;0;0;820;0;820
MT-CONFRESA;0;0;0;0;0;0;0;0;0
MT-CONQUISTA D OESTE;0;0;0;0;0;0;0;0;0
MT-COTRIGUACU;0;0;0;0;0;0;0;0;0
MT-CUIABA;0;0;0;0;0;0;600;0;600
MT-CURVELANDIA;0;0;0;0;0;0;0;0;0
MT-DENISE;0;0;0;0;0;0;0;0;0
MT-DIAMANTINO;0;0;0;290;0;0;32850,1100000017;0;33140,1100000017
MT-DOM AQUINO;0;0;0;0;0;0;0;0;0
MT-FELIZ NATAL;0;0;0;0;0;0;4718,78000000026;0;4718,78000000026
MT-FIGUEIROPOLIS D OESTE;0;0;0;0;0;0;0;0;0
MT-GAUCHA DO NORTE;0;0;0;0;0;0;1350,62000000011;0;1350,62000000011
MT-GENERAL CARNEIRO;0;0;0;0;0;0;0;0;0
MT-GLORIA D OESTE;0;0;0;0;0;0;0;0;0
MT-GUARANTA DO NORTE;0;0;0;0;0;0;0;0;0
MT-GUIRATINGA;0;0;0;0;0;0;26539,8999999994;0;26539,8999999994
MT-INDIAVAI;0;0;0;0;0;0;0;0;0
MT-IPIRANGA DO NORTE;0;0;0;0;0;0;7456,93999999808;0;7456,93999999808
MT-ITANHANGA;0;0;0;0;0;0;0;0;0
MT-ITAUBA;0;0;0;0;0;0;478,220000000205;0;478,220000000205
MT-ITIQUIRA;0;0;0;0;0;0;8002,06000000099;0;8002,06000000099
MT-JACIARA;0;0;0;295;0;0;2508,33000000007;0;2803,33000000007
MT-JANGADA;0;0;0;0;0;0;0;0;0
MT-JAURU;0;0;0;0;0;0;0;0;0
MT-JUARA;0;0;0;0;0;0;0;0;0
MT-JUINA;0;0;0;0;0;0;0;0;0
MT-JURUENA;0;0;0;0;0;0;0;0;0
MT-JUSCIMEIRA;0;0;0;0;0;0;4404,74999999953;0;4404,74999999953
MT-LAMBARI D OESTE;0;0;0;0;0;0;0;0;0
MT-LUCAS DO RIO VERDE;0;0;0;0;0;0;37235,040000001;0;37235,040000001
MT-LUCIARA;0;0;0;0;0;0;0;0;0
MT-VILA BELA DA SANTISSIMA TRINDADE;0;0;0;0;0;0;0;0;0
MT-MARCELANDIA;0;0;0;0;0;0;0;0;0
MT-MATUPA;0;0;0;0;0;0;600;0;600
MT-MIRASSOL D OESTE;0;0;0;0;0;0;0;0;0
MT-NOBRES;0;0;0;0;0;0;887,209999999963;0;887,209999999963
MT-NORTELANDIA;0;0;0;0;0;0;0;0;0
MT-NOSSA SENHORA DO LIVRAMENTO;0;0;0;0;0;0;0;0;0
MT-NOVA BANDEIRANTES;0;0;0;0;0;0;0;0;0
MT-NOVA NAZARE;0;0;0;0;0;0;0;0;0
MT-NOVA LACERDA;0;0;0;0;0;0;0;0;0
MT-NOVA SANTA HELENA;0;0;0;0;0;0;0;0;0
MT-NOVA BRASILANDIA;0;0;0;0;0;0;0;0;0
MT-NOVA CANAA DO NORTE;0;0;0;0;0;0;877,629999999888;0;877,629999999888
MT-NOVA MUTUM;0;0;0;0;0;0;19325,9200000009;0;19325,9200000009
MT-NOVA OLIMPIA;0;0;0;0;0;0;0;0;0
MT-NOVA UBIRATA;0;0;0;0;0;0;28445,2600000016;0;28445,2600000016
MT-NOVA XAVANTINA;0;0;0;0;0;0;0;0;0
MT-NOVO MUNDO;0;0;0;0;0;0;0;0;0
MT-NOVO HORIZONTE DO NORTE;0;0;0;0;0;0;0;0;0
MT-NOVO SAO JOAQUIM;0;0;0;0;0;0;2206,6400000006;0;2206,6400000006
MT-PARANAITA;0;0;0;0;0;0;0;0;0
MT-PARANATINGA;0;0;0;0;0;0;660,660000000149;0;660,660000000149
MT-NOVO SANTO ANTONIO;0;0;0;0;0;0;0;0;0
MT-PEDRA PRETA;0;0;0;0;0;0;8513,91999999946;0;8513,91999999946
MT-PEIXOTO DE AZEVEDO;0;0;0;0;0;0;0;0;0
MT-PLANALTO DA SERRA;0;0;0;0;0;0;0;0;0
MT-POCONE;0;0;0;0;0;0;0;0;0
MT-PONTAL DO ARAGUAIA;0;0;0;0;0;0;0;0;0
MT-PONTE BRANCA;0;0;0;0;0;0;0;0;0
MT-PONTES E LACERDA;0;0;0;0;0;0;0;0;0
MT-PORTO ALEGRE DO NORTE;0;0;0;0;0;0;0;0;0
MT-PORTO DOS GAUCHOS;0;0;0;0;0;0;0;0;0
MT-PORTO ESPERIDIAO;0;0;0;0;0;0;0;0;0
MT-PORTO ESTRELA;0;0;0;0;0;0;0;0;0
MT-POXOREO;0;0;0;0;0;0;0;0;0
MT-PRIMAVERA DO LESTE;0;0;0;0;0;0;5102,14999999944;0;5102,14999999944
MT-QUERENCIA;0;0;0;0;0;0;9661,36000000034;0;9661,36000000034
MT-SAO JOSE DOS QUATRO MARCOS;0;0;0;0;0;0;0;0;0
MT-RESERVA DO CABACAL;0;0;0;0;0;0;0;0;0
MT-RIBEIRAO CASCALHEIRA;0;0;0;0;0;0;0;0;0
MT-RIBEIRAOZINHO;0;0;0;0;0;0;0;0;0
MT-RIO BRANCO;0;0;0;0;0;0;0;0;0
MT-SANTA CARMEM;0;0;0;0;0;0;3548,23000000045;0;3548,23000000045
MT-SANTO AFONSO;0;0;0;0;0;0;0;0;0
MT-SAO JOSE DO POVO;0;0;0;0;0;0;0;0;0
MT-SAO JOSE DO RIO CLARO;0;0;0;0;0;0;1785,82999999961;0;1785,82999999961
MT-SAO JOSE DO XINGU;0;0;0;0;0;0;5116,63000000129;0;5116,63000000129
MT-SAO PEDRO DA CIPA;0;0;0;0;0;0;0;0;0
MT-RONDOLANDIA;0;0;0;0;0;0;0;0;0
MT-RONDONOPOLIS;0;0;0;0;0;0;7876,47000000067;0;7876,47000000067
MT-ROSARIO OESTE;0;0;0;0;0;0;0;0;0
MT-SANTA CRUZ DO XINGU;0;0;0;0;0;0;0;0;0
MT-SALTO DO CEU;0;0;0;0;0;0;0;0;0
